Number,Frecuencia relativa
94,0.00017460481231064938
95,0.0002107763877535167
96,0.0002730184337948336
97,0.00034666029816056475
98,0.0002784056897118564
99,0.000225831844021625
100,0.00046691154630839493
101,0.0002814841216644408
102,0.0002076498553016731
103,0.00024406193324083607
104,0.0006510402574723524
105,0.00021871297013127347
106,0.00037576110021233963
107,0.00034382236870427596
108,0.00032352395801692223
109,0.0002902384125296028
110,0.0002584920830185757
111,0.00035983983495756693
112,0.0004344437093084808
113,0.0002379531698349263
114,0.0003682574223279151
115,0.00025733767103635653
116,0.0003969734203856169
117,0.000623911575890202
118,0.00036291826691015137
119,0.0001912956855535682
120,0.00036671820635162284
121,0.0003072178887680765
122,0.00030317744683030937
123,0.00021096878975055322
124,0.0002609933089800506
125,0.0004635926118595148
126,0.0003989455408552413
127,0.0006272786108383412
128,0.00042256288599147514
129,0.0005169360655378922
130,0.0004995236848060865
131,0.0005265080648904595
132,0.00034199454973242894
133,0.0005964461908132375
134,0.0002747019512689032
135,0.0004580610544447146
136,0.0003680169198316194
137,0.00028994980953404804
138,0.00029716488442291787
139,0.0002781651872155607
140,0.00032448596800210486
141,0.00023819367233122196
142,0.0002646970474230037
143,0.00031414436066139146
144,0.000456377536970645
145,0.00035055643860055444
146,0.0002339127278971592
147,0.0004884605699764861
148,0.0005610442233585164
149,0.0006065953961569144
150,0.0003581082169842382
151,0.0006216508524250228
152,0.0004493548640788117
153,0.000479321475117251
154,0.0006111649435865319
155,0.0006276634148324143
156,0.000467681154296541
157,0.0005247283464178716
158,0.000426507126930724
159,0.0007090494595788657
160,0.0004814378970846528
161,0.000542717933140787
162,0.000453106703021024
163,0.00041837814255593067
164,0.0004071707262285529
165,0.0005404572096756079
166,0.0004349728148003312
167,0.0005624391378370311
168,0.00034127304224354195
169,0.00040231257580338055
170,0.00030548627079474773
171,0.00037917623565973804
172,0.0003385794142850306
173,0.0003675840153382872
174,0.00027970440319185293
175,0.00030178253235179454
176,0.0003448324791887177
177,0.00032944031942579546
178,0.00047157729473653074
179,0.00045089408005510395
180,0.00034338946421094376
181,0.000390095048991561
182,0.00042703623242257445
183,0.0004483928540936291
184,0.0004149149066092732
185,0.0005927424523702844
186,0.0004196768560359272
187,0.0004065935202374433
188,0.00045887876293211984
189,0.0003737408792434561
190,0.0003699409398019847
191,0.00048663275100463904
192,0.00039553040540784293
193,0.0005056324482119962
194,0.0005253055524089812
195,0.0003998594503411648
196,0.00035175895108203277
197,0.000362052457923487
198,0.0003684979248242107
199,0.0004032745857885632
200,0.000445458723638822
201,0.00033497187684059567
202,0.0003600322369546035
203,0.00039649241539302556
204,0.0004031302842907858
205,0.00045738764745508674
206,0.0004806682890965067
207,0.00033429846985096783
208,0.0003478628106420431
209,0.0005049109407231092
210,0.0003840824865841695
211,0.0004162136200892697
212,0.00036344737240200185
213,0.00037960914015307024
214,0.0003287669124361676
215,0.0003030812458317911
216,0.0003753281957190075
217,0.000543054636635601
218,0.000485526439521679
219,0.00026695777088818294
220,0.00041087446467150606
221,0.0003917785664656306
222,0.0003243416665043275
223,0.0002806183126777764
224,0.0003600803374538626
225,0.0002798006041903712
226,0.00034136924324206023
227,0.00033526047983615045
228,0.00034771850914426565
229,0.00035113364459166406
230,0.0003896140439989697
231,0.00034286035871909334
232,0.0005883172064384442
233,0.00046157239089063127
234,0.0002727298307992788
235,0.0004361272267825504
236,0.0023273426566531048
237,0.00032294675202581267
238,0.00043809934725217483
239,0.0003258327819813606
240,0.00029461555796218386
241,0.0002992813063903197
242,0.00027446144877260755
243,0.0003457944891739004
244,0.0002556541535622869
245,0.0002759044637503815
246,0.0005013034032786744
247,0.0004220337804996247
248,0.000626845706345009
249,0.0003375212033013297
250,0.0003035141503251233
251,0.0003931734809441455
252,0.00034540968517982734
253,0.00037758891918418665
254,0.0003711915527827221
255,0.00030856470274733216
256,0.0003845153910775017
257,0.000291392824511822
258,0.0002701805043385448
259,0.00038821912952045483
260,0.00030654448177844864
261,0.0002709501123266909
262,0.0003193873150806369
263,0.00035628039801239116
264,0.00036253346291607836
265,0.0006431517755938548
266,0.0002651299519163359
267,0.00033208584688504774
268,0.0003785990296686284
269,0.00032987322391912766
270,0.000262243921960788
271,0.0003873533205337905
272,0.0002766259712392685
273,0.0003538753730494346
274,0.00024569735021564654
275,0.00022881407497569122
276,0.00035921452846719823
277,0.00027417284577705277
278,0.0002807145136762947
279,0.00023521144137715578
280,0.0002932687439829282
281,0.00027446144877260755
282,0.0002937016484762604
283,0.0003267466914672841
284,0.00022679385400680766
285,0.00028946880454145676
286,0.0005220347184593603
287,0.0002948079599592204
288,0.0002576262740319113
289,0.0002812917196674043
290,0.0006011600397406324
291,0.0005256422559037951
292,0.0003903836519871158
293,0.0002029841068735373
294,0.0005317510193097049
295,0.0004996679863038639
296,0.00029427885446736994
297,0.00035223995607462405
298,0.00031755949610878987
299,0.0006262203998546403
300,0.000315779777636202
301,0.0002860055685947992
302,0.00037167255777531343
303,0.0003002433163755023
304,0.00034213885123020635
305,0.0001699871643817727
306,0.00029355734697848296
307,0.0003695080353086525
308,0.00039047985298563406
309,0.0002565680630482104
310,0.0002361253508630793
311,0.000284466352618507
312,0.00031015201922288355
313,0.0002559427565578417
314,0.00029653957793254916
315,0.00020712074980982264
316,0.0002885067945562741
317,0.00022087749259793441
318,0.0002699400018422491
319,0.00026349453494152545
320,0.0002637350374378211
321,0.0003390123187783628
322,0.00022722675850013986
323,0.00033059473140801464
324,0.0002485352796719354
325,0.0003197240185754508
326,0.0003315567413931973
327,0.00022347491955792756
328,0.0002817727246599956
329,0.000274269046775571
330,0.00028350434263332434
331,0.00023107479844087042
332,0.00023117099943938867
333,0.00025531745006747295
334,0.00025334532959784856
335,0.00024146450628084295
336,0.000255702254061546
337,0.00031828100359767685
338,0.0002820132271562913
339,0.0002787423932066703
340,0.00031573167713694285
341,0.0004419954876921645
342,0.0004121731781515026
343,0.0003161164811310159
344,0.0003260251839783971
345,0.00035820441798275647
346,0.0003974063248789491
347,0.0004446891156506759
348,0.00037696361269381795
349,0.0003001952158762432
350,0.0003793205371575154
351,0.0003172708931132351
352,0.00048571884151871555
353,0.00029100802051774895
354,0.0003559917950168364
355,0.0003689308293175429
356,0.00029312444248515075
357,0.00025017069664674585
358,0.0002524314201119251
359,0.00029937750738883795
360,0.0003778775221797415
361,0.00020158919239502248
362,0.00029576996994440304
363,0.00046724824980320885
364,0.0003476704086450065
365,0.0005231891304415794
366,0.0002907675180214533
367,0.00024752516918749356
368,0.00032669859096802495
369,0.0002846106541162844
370,0.000410489660677433
371,0.000270613408831877
372,0.0003195797170776734
373,0.0002877852870673871
374,0.00023910758181714547
375,0.00036152335243163654
376,0.0003399743287635454
377,0.00025829968102153916
378,0.00028619797059183577
379,0.0003134709536717636
380,0.0003461792931679734
381,0.0002838891466273974
382,0.00028374484512962004
383,0.00026411984143189416
384,0.00030356225082438243
385,0.00023958858680973679
386,0.0002292469794690234
387,0.0002603199019904227
388,0.0002433404257519491
389,0.0002681602833696612
390,0.00028605366909405835
391,0.00026917039385410303
392,0.00024026199379936463
393,0.00027931959919777987
394,0.00025618325905413735
395,0.00025493264607339994
396,0.00021419152320091507
397,0.00019740444895947798
398,0.00023727976284529845
399,0.00023588484836678362
400,0.00032804540494728063
401,0.00020534103133723475
402,0.0002974053869192135
403,0.00026565905740818634
404,0.00035584749351905896
405,0.0002733551372896475
406,0.0002307380949460565
407,0.0006153015865228174
408,0.0003950494004152516
409,0.000715350624981812
410,0.0003067849842747443
411,0.00045887876293211984
412,0.0003320377463857886
413,0.00019124758505430908
414,0.00029312444248515075
415,0.00030822799925251824
416,0.0002182800656379413
417,0.0002708058108289135
418,0.0002987041003992101
419,0.00024459103873268655
420,0.00020625494082315827
421,0.00021173839773869934
422,0.00026070470598449575
423,0.00032102273205544737
424,0.0003842267880819469
425,0.00024165690827787948
426,0.00025017069664674585
427,0.0004003404553337561
428,0.00022030028660682482
429,0.0002814360211651817
430,0.00030274454233697717
431,0.0002695551978481761
432,0.0002620515199637515
433,0.0001918728915446778
434,0.00025007449564822757
435,0.00021698135215794472
436,0.000325255575990251
437,0.00031125833070584354
438,0.0002154421361816525
439,0.0002124599052275863
440,0.00021549023668091162
441,0.00025695286704228347
442,0.00019721204696244144
443,0.00018893876108987075
444,0.00024281132026009864
445,0.0002172218546542404
446,0.0002769145742348233
447,0.00023304691891049483
448,0.00035969553345978957
449,0.00027633736824371366
450,0.00019634623797577707
451,0.00018812105260246548
452,0.00021808766364090476
453,0.00024059869729417858
454,0.00024122400378454728
455,0.0002046676243476069
456,0.00031414436066139146
457,0.0002177028596468317
458,0.00021419152320091507
459,0.0009883690587766457
460,0.00035637659901090944
461,0.00044834475359436995
462,0.00021803956314164562
463,0.0007967847702275225
464,0.0002681602833696612
465,0.0003956266064063612
466,0.0002601274999933862
467,0.0008616723437280917
468,0.00023949238581121853
469,0.00023934808431344114
470,0.00026113761047782795
471,0.00023290261741271744
472,0.0002843220511207296
473,0.0002964433769340309
474,0.00030361035132364157
475,0.000313230451175468
476,0.0003097672152288105
477,0.00024550494821861003
478,0.00027417284577705277
479,0.0002403581947978829
480,0.00021423962370017418
481,0.0002584920830185757
482,0.00027253742880224225
483,0.00028499545811035745
484,0.00031063302421547483
485,0.00020692834781278614
486,0.0002937016484762604
487,0.00028057021217851733
488,0.0002355481448719697
489,0.0002613300124748645
490,0.0003078431952584452
491,0.00025671236454598783
492,0.00019307540402615608
493,0.00031626078262879327
494,0.0003164050841265707
495,0.00022232050757570838
496,0.0002208293920986753
497,0.00028619797059183577
498,0.0002349709388808601
499,0.00021096878975055322
500,0.00029904080389402403
501,0.00020317650887057383
502,0.0004955313433675785
503,0.00017027576737732749
504,0.00022727485899939898
505,0.00018893876108987075
506,0.00026306163044819325
507,0.0018085306716441063
508,0.00022131039709126661
509,0.000614099074041339
510,0.00021212320173277238
511,0.001456916022059851
512,0.0003154911746406472
513,0.00044117777920475926
514,0.00019432601700689352
515,0.0001792705607387852
516,0.00021058398575648016
517,0.00020755365430315484
518,0.00022612044701717982
519,0.000211257392746108
520,0.00022833306998309988
521,0.00022554324102607023
522,0.00022241670857422666
523,0.0002487276816689719
524,0.00023372032590012268
525,0.00019750064995799623
526,0.00021298901071943678
527,0.00024300372225713517
528,0.00018061737471804088
529,0.0002343456323904914
530,0.00034887292112648484
531,0.0001929311025283787
532,0.00025671236454598783
533,0.0001633973959832716
534,0.0002911042215162672
535,0.00021943447762016045
536,0.00026835268536669777
537,0.00022313821606311364
538,0.00029538516595033
539,0.00022131039709126661
540,0.00030793939625696346
541,0.00025945409300375834
542,0.0003498830316109266
543,0.00028754478457109145
544,0.00019802975544984668
545,0.00020336891086761036
546,0.0002317963059297574
547,0.00027412474527779363
548,0.0001753744202987955
549,0.0002878814880659054
550,0.00020769795580093223
551,0.0003148177676510193
552,0.0002540187365874764
553,0.0003115950342006575
554,0.0002544516410808086
555,0.0001857160276395089
556,0.00021693325165868558
557,0.00025618325905413735
558,0.0002361253508630793
559,0.0001725364908425067
560,0.0002643603439281898
561,0.0003737408792434561
562,0.00024055059679491944
563,0.0002988965023962466
564,0.00027253742880224225
565,0.00023877087832233155
566,0.00020154109189576334
567,0.0002827347346451783
568,0.0003640245783931114
569,0.0001467546232396119
570,0.00024112780278602903
571,0.00026695777088818294
572,0.000159164552048468
573,0.0002438214307445404
574,0.00017523011880101808
575,0.00017955916373433998
576,0.00021462442769424724
577,0.0002721526248081692
578,0.00019259439903356477
579,0.0002312190999386478
580,0.00015127607016997033
581,0.00026147431397264187
582,0.00021683705066016733
583,0.00012712961954188602
584,0.00016493661195956383
585,0.0002202521861075657
586,0.00023785696883640804
587,0.0002583477815207983
588,0.00022491793453570153
589,0.0004692684707720924
590,0.0003585411214775704
591,0.0005397357021867208
592,0.00027349943878742487
593,0.0002041866193550156
594,0.00021010298076388885
595,0.00021568263867794815
596,0.00021524973418461597
597,0.00024944918915785887
598,0.00021072828725425755
599,0.00017874145524693474
600,0.00020279170487650077
601,0.0002020701973876138
602,0.0001620505820040159
603,0.00031751139560953073
604,0.00022573564302310676
605,0.00020731315180685917
606,0.00023107479844087042
607,0.0002593097915059809
608,0.0006639792917730589
609,0.0004511345825513996
610,0.00033122003789838334
611,0.00026022370099190446
612,0.00020399421735797907
613,0.00021986738211349265
614,0.00025555795256376865
615,0.0002631097309474524
616,0.00021428772419943332
617,0.00022621664801569807
618,0.00019422981600837526
619,0.00020870806628537402
620,0.00018687043962172805
621,0.00017931866123804433
622,0.0003228505510272944
623,0.00021476872919202466
624,0.00018547552514321323
625,0.00024944918915785887
626,0.0004802353846031745
627,0.0003127975466821358
628,0.00019071847956245863
629,0.0003624372619175601
630,0.00022333061806015014
631,0.00036431318138866625
632,0.00030255214033994066
633,0.00024069489829269683
634,0.00015522031110921916
635,0.0002426189182630621
636,0.0001683517474069622
637,0.00021212320173277238
638,0.000189034962088389
639,0.00027595256424964065
640,0.0001653214159536369
641,0.00023646205435789321
642,0.00019576903198466748
643,0.00019567283098614923
644,0.0002193382766216422
645,0.00021842436713571868
646,0.00012862073501891913
647,0.00020591823732834434
648,0.0001872552436158011
649,0.00023833797382899935
650,0.0002792233981992616
651,0.00029913700489254226
652,0.0002947598594599613
653,0.00020803465929574615
654,0.0002650818514170768
655,0.00023410512989419574
656,0.0002602718014911636
657,0.00035079694109685014
658,0.0002568566660437652
659,0.00026296542944967497
660,0.00021308521171795503
661,0.0001951918259935579
662,0.00019408551451059787
663,0.00015805824056550795
664,0.0002730184337948336
665,0.00017903005824248952
666,0.00020394611685871993
667,0.00015801014006624881
668,0.00022573564302310676
669,0.0002581553795237618
670,0.000211257392746108
671,0.00021929017612238306
672,0.00017359470182620762
673,0.00017725033976990164
674,0.00018629323363061846
675,0.00018071357571655916
676,0.00015637472309143832
677,0.00022833306998309988
678,0.00020327270986909208
679,0.00029875220089846925
680,0.0001828780981832201
681,0.00019673104196985013
682,0.00024564924971638745
683,0.0002162117441697986
684,0.00016734163692252044
685,0.00020394611685871993
686,0.00018537932414469495
687,0.00015194947715959817
688,0.00024223411426898904
689,0.0002993294068895788
690,0.0001961057354794814
691,0.00026801598187188385
692,0.00018672613812395066
693,0.00016431130546919512
694,0.00022631284901421635
695,0.00023785696883640804
696,0.0002037537148616834
697,0.00023232541142160785
698,0.0003965405158922847
699,0.00017181498335361973
700,0.00020101198640391289
701,0.0002122675032305498
702,0.00019990567492095284
703,0.0002151535331860977
704,0.00019793355445132843
705,0.0001675821394188161
706,0.00012443599158337465
707,0.00015776963756995314
708,0.0001631087929877168
709,0.0001809540782128548
710,0.00017979966623063565
711,0.00017874145524693474
712,0.00019163238904838212
713,0.00016979476238473617
714,0.000201060086903172
715,0.00021832816613720043
716,0.00022092559309719355
717,0.00018518692214765844
718,0.00014564831175665186
719,0.00023574054686900623
720,0.00021852056813423694
721,0.00017850095275063907
722,0.00024228221476824818
723,0.00014848624121294068
724,0.00022597614551940243
725,0.0002750386547637171
726,0.00017907815874174866
727,0.0002134700157120281
728,0.0001777794452617521
729,0.00015310388914181736
730,0.0002000018759194711
731,0.0002074574533046366
732,0.000189034962088389
733,0.00020413851885575646
734,0.0002128928097209185
735,0.0002504111991430415
736,0.00017782754576101123
737,0.0001705643703728823
738,0.00019168048954764126
739,0.00019139188655208647
740,0.00019321970552393347
741,0.00018922736408542553
742,0.00018509072114914016
743,0.0002945193569636656
744,0.00017219978734769276
745,0.00015464310511810957
746,0.00018840965559802027
747,0.00022554324102607023
748,0.00019966517242465717
749,0.00020620684032389915
750,0.00013905854335815077
751,0.00016181007950772026
752,0.00018667803762469152
753,0.00022905457747198686
754,0.00017090107386769622
755,0.00029206623150144985
756,0.0001851388216483993
757,0.0001713339783610284
758,0.00020514862934019825
759,0.00016094427052105588
760,0.00025247952061118416
761,0.0001894678665817212
762,0.0001960576349802223
763,0.00027614496624667716
764,0.00019884746393725194
765,0.0003396857257679906
766,0.00020707264931056353
767,0.00015517221060996003
768,0.0002220800050794127
769,0.00022179140208385793
770,0.00025137320912822417
771,0.00018730334411506025
772,0.00022111799509423008
773,0.00022607234651792068
774,0.0001770579377728651
775,0.00026642866539633247
776,0.00017691363627508772
777,0.00015728863257736183
778,0.00012804352902780954
779,0.0001477647337240537
780,0.00022241670857422666
781,0.0002130371112186959
782,0.00020226259938465032
783,0.0001561823210944018
784,0.0001725364908425067
785,0.00016195438100549765
786,0.0002879295885651645
787,0.000196682941470591
788,0.00018792865060542895
789,0.00015849114505884013
790,0.00025493264607339994
791,0.00017114157636399186
792,0.00016315689348697594
793,0.00015926075304698625
794,0.00023319122040827222
795,0.00013468139792556977
796,0.00017316179733287541
797,0.00016484041096104558
798,0.0001561823210944018
799,0.00021270040772388197
800,0.00014901534670479113
801,0.00017359470182620762
802,0.00017960726423359912
803,0.00019889556443651108
804,0.0001965386399728136
805,0.00024901628466452667
806,0.00020452332284982952
807,0.00018105027921137308
808,0.000178837656245453
809,0.00016132907451512892
810,0.0001570962305803253
811,0.00019216149454023257
812,0.0001471875277329441
813,0.0001747972143076859
814,0.00021082448825277583
815,0.0001694099583906631
816,0.00018990077107505337
817,0.00011520069572562129
818,0.00025493264607339994
819,0.0002024069008824277
820,0.00019576903198466748
821,0.0001722478878469519
822,0.00014526350776257883
823,0.00018865015809431594
824,0.00018489831915210363
825,0.00017080487286917794
826,0.00012130945913153105
827,0.00017316179733287541
828,0.00016724543592400217
829,0.00016599482294326473
830,0.00019211339404097346
831,0.00019422981600837526
832,0.00024045439579640116
833,0.0002344899338882688
834,0.00021260420672536371
835,0.0002220800050794127
836,0.00017455671181139024
837,0.0001607037680247602
838,0.00013670161889445332
839,0.00021096878975055322
840,0.00019976137342317545
841,0.00012712961954188602
842,0.00015291148714478083
843,0.0002199154826127518
844,0.0001210689566352354
845,0.000148967246205532
846,0.0001402610558396291
847,0.00017200738535065626
848,0.00013237257396113143
849,0.00020774605630019137
850,0.00020308030787205555
851,0.00019062227856394035
852,0.00014170407081740306
853,0.00011789432368413269
854,0.00015627852209292007
855,0.0001467065227403528
856,0.000224004025049778
857,0.00015911645154920886
858,0.0001732579983313937
859,0.0002266976530082894
860,0.00018840965559802027
861,0.00011587410271524913
862,0.00010509959088120355
863,0.00020928527227648359
864,0.00016767834041733437
865,0.00014617741724850234
866,0.00016868845090177613
867,0.00013973195034777864
868,0.00018614893213284107
869,0.0001989436649357702
870,0.00017441241031361285
871,0.00023588484836678362
872,0.00016455180796549077
873,0.00016556191844993256
874,0.00015570131610181048
875,0.00015974175803957756
876,0.00015387349712996345
877,0.0002114016942438854
878,0.0001581063410647671
879,0.00019836645894466063
880,0.00015031406018478768
881,0.0001592126525477271
882,0.00021058398575648016
883,0.0003692194323130977
884,0.00021803956314164562
885,0.0001863413341298776
886,0.00018812105260246548
887,0.00017888575674471213
888,0.00013800033237444987
889,0.00013497000092112455
890,0.0001631087929877168
891,0.00024103160178751075
892,0.00015507600961144177
893,0.00015666332608699313
894,0.00015007355768849204
895,0.00020490812684390258
896,0.00014632171874627973
897,0.0001828780981832201
898,0.00018735144461431936
899,0.00018778434910765156
900,0.00021760665864831345
901,0.0001517089746633025
902,0.00016017466253290976
903,0.0001488229447077546
904,0.00012592710706040773
905,0.00015969365754031845
906,0.00013521050341742022
907,0.00024988209365119107
908,0.00013189156896854012
909,0.00013213207146483576
910,0.00015791393906773056
911,0.00013838513636852293
912,0.00012424358958633812
913,0.00014795713572109023
914,0.00015863544655661755
915,0.00020572583533130781
916,0.0001683517474069622
917,0.00014439769877591446
918,0.00011928923816264751
919,0.0001809540782128548
920,0.00019139188655208647
921,0.00011842342917598314
922,9.648960151381891e-05
923,0.00014997735668997376
924,0.0001372788248855629
925,0.0001374231263833403
926,0.0001524304821521895
927,0.0001437242917862866
928,0.00018773624860839242
929,0.00018191608819803745
930,0.00018239709319062877
931,0.00010933243481600718
932,0.0001647442099625273
933,0.00018855395709579768
934,0.0001678707424143709
935,0.00018802485160394723
936,0.00020875616678463313
937,0.00016334929548401247
938,0.0002456011492171283
939,0.00016031896403068715
940,0.00017412380731805807
941,0.00017123777736251014
942,0.00017523011880101808
943,0.0001333826844455732
944,0.00018855395709579768
945,0.00017994396772841304
946,0.00018388820866766187
947,0.00019663484097133185
948,0.00017874145524693474
949,0.00014992925619071462
950,0.00017407570681879893
951,0.00014665842224109366
952,0.0001230410771048598
953,0.00011952974065894317
954,0.00015517221060996003
955,0.00018119458070915047
956,0.00031606838063175677
957,0.00027580826275186324
958,0.00011356527875081079
959,0.00014680272373887105
960,0.00017215168684843365
961,0.00013314218194927755
962,0.00026070470598449575
963,0.00018172368620100092
964,0.0001528633866455217
965,0.00016681253143067
966,0.00014656222124257538
967,0.00014309898529591788
968,0.0001246764940796703
969,0.00020697644831204525
970,0.0002209736935964527
971,0.00016522521495511864
972,0.00015565321560255134
973,9.437317954641711e-05
974,0.00021207510123351326
975,0.00018802485160394723
976,0.00018085787721433655
977,0.00013588391040704806
978,0.00012563850406485295
979,0.00020115628790169028
980,0.00025637566105117385
981,0.00014141546782184825
982,0.00017157448085732406
983,0.00025603895755635993
984,0.00017272889283954321
985,0.0002475732696867527
986,0.00031193173769547143
987,0.0002691222933548439
988,0.00022770776349273118
989,0.0001239549865907833
990,0.0001820122891965557
991,0.00019812595644836496
992,0.00017306559633435716
993,0.00017898195774323039
994,0.00013737502588408117
995,0.00017984776672989479
996,0.00016402270247364032
997,0.0001506026631803425
998,0.00011539309772265782
999,0.00016286829049142116
1000,0.00012924604150928786
1001,0.00018610083163358193
1002,0.00016681253143067
1003,0.00017874145524693474
1004,0.00024492774222750047
1005,0.0002394442853119594
1006,0.0001498811556914555
1007,0.00014834193971516326
1008,0.00020639924232093568
1009,0.00019682724296836838
1010,0.00016551381795067342
1011,0.00028172462416073646
1012,0.00017922246023952605
1013,0.00011827912767820573
1014,0.000178116148756566
1015,0.00019932846892984325
1016,0.0002419936117726934
1017,0.000178837656245453
1018,0.00011794242418339181
1019,0.00018941976608246206
1020,0.0001828780981832201
1021,0.00019961707192539806
1022,0.00013237257396113143
1023,0.000336174389322074
1024,0.00034800711213982044
1025,0.0002599350979963497
1026,0.00019321970552393347
1027,0.00021087258875203494
1028,0.00015175707516256164
1029,0.00013602821190482545
1030,0.00014632171874627973
1031,0.00025300862610303464
1032,0.00020726505130760006
1033,0.00012794732802929128
1034,0.00018980457007653512
1035,0.0001561823210944018
1036,0.00019980947392243456
1037,0.00017484531480694505
1038,0.00014228127680851262
1039,0.0002753272577592719
1040,0.0001506026631803425
1041,0.00016570621994770995
1042,0.00019523992649281703
1043,0.0001615695770114246
1044,0.00013304598095075927
1045,0.0001949032229980031
1046,0.00012198286612115891
1047,0.0001296308455033609
1048,0.00016450370746623165
1049,0.0001873995451135785
1050,0.0001537772961314452
1051,0.00020168539339354073
1052,0.00018494641965136277
1053,0.00020832326229130096
1054,0.00020327270986909208
1055,0.00023458613488678705
1056,0.0002080827597950053
1057,0.00013881804086185513
1058,0.00014487870376850577
1059,0.00021361431720980548
1060,0.00017652883228101466
1061,0.00028427395062147046
1062,0.00022722675850013986
1063,0.0001287169360174374
1064,0.00019273870053134216
1065,0.00022078129159941616
1066,0.00020178159439205898
1067,0.00031005581822436527
1068,0.00022722675850013986
1069,0.00022256101007200405
1070,0.000138048432873709
1071,0.0001852831231461767
1072,0.00023602914986456101
1073,0.00021880917112979175
1074,0.00011919303716412925
1075,0.00014843814071368154
1076,0.00023410512989419574
1077,0.00016055946652698282
1078,0.00019081468056097688
1079,0.0002269862560038442
1080,0.00019418171550911612
1081,0.0001861970326321002
1082,0.00022689005500532591
1083,0.00012703341854336777
1084,0.00019004507257283076
1085,0.00020712074980982264
1086,0.00014656222124257538
1087,0.00011938543916116578
1088,0.0002909118195192307
1089,0.00013824083487074554
1090,0.0002591173895089444
1091,0.0001876881481091333
1092,0.0001631087929877168
1093,0.0001430027842973996
1094,0.00020033857941428504
1095,0.000173739003323985
1096,0.0001657543204469691
1097,0.00013617251340260287
1098,0.0001684479484054805
1099,0.00016902515439659005
1100,0.00016969856138621792
1101,0.00019110328355653167
1102,0.00025738577153561567
1103,0.00016075186852401935
1104,0.00019750064995799623
1105,0.00017936676173730345
1106,0.00012914984051076958
1107,0.0001750858173032407
1108,0.00018662993712543238
1109,0.0001809540782128548
1110,0.0002496896916541545
1111,0.00012563850406485295
1112,0.00010230976192417389
1113,0.00017143017935954667
1114,0.00018735144461431936
1115,0.00011524879622488041
1116,0.00011928923816264751
1117,0.00017075677236991883
1118,0.0001272258205404043
1119,0.00026589955990448204
1120,0.00014978495469293723
1121,0.00022559134152532937
1122,0.00016171387850920198
1123,0.00010331987240861566
1124,0.0001701314658795501
1125,0.00012794732802929128
1126,0.00018369580667062534
1127,0.00016479231046178644
1128,0.00014867864320997718
1129,0.0002691222933548439
1130,0.00017143017935954667
1131,0.0002025512023802051
1132,0.00012203096662041804
1133,0.00011423868574043865
1134,0.0001626277879951255
1135,0.00017801994775804776
1136,0.00019302730352689697
1137,0.00015156467316552511
1138,0.00016123287351661067
1139,0.00018311860067951575
1140,0.000204330920852793
1141,0.00019461462000244832
1142,0.00022275341206904058
1143,0.0001977411524542919
1144,0.0002100548802646297
1145,0.0002312190999386478
1146,0.00013598011140556634
1147,0.00021092068925129408
1148,0.00017667313377879205
1149,0.0002226091105712632
1150,0.00011192986177600031
1151,0.00014978495469293723
1152,0.0002442062347386135
1153,9.745161149900155e-05
1154,0.00013246877495964968
1155,0.00018701474111950544
