Number,Frecuencia
639,0.0001513984810689213
640,8.360641013471264e-05
641,8.859840636426932e-05
642,0.00010189769402927146
643,7.491805028479719e-05
644,9.541953098328188e-05
645,0.00010666104921014616
646,7.899548231962593e-05
647,8.88270474129513e-05
648,9.077049632674817e-05
649,9.797268936023071e-05
650,0.00011340596014626473
651,0.00017026136758518508
652,0.00015086498528866333
653,9.938264249376963e-05
654,8.72646669136244e-05
655,8.360641013471264e-05
656,0.00010551784396673623
657,9.83537577747007e-05
658,0.00011942684109489034
659,0.00010902367337986001
660,0.00010269793769965841
661,8.699791902349541e-05
662,9.107535105832417e-05
663,6.882095565327759e-05
664,0.00015238925894654322
665,8.844597899848133e-05
666,7.255542611508335e-05
667,6.661075884935172e-05
668,8.74170942794124e-05
669,0.00011317731909758274
670,0.00010719454499040413
671,0.00010525109607660725
672,8.909379530308029e-05
673,7.747120866174603e-05
674,8.41017990735236e-05
675,9.67913772753738e-05
676,7.823334549068598e-05
677,0.00011268193015877177
678,8.41017990735236e-05
679,0.00011241518226864279
680,7.777606339332201e-05
681,7.724256761306404e-05
682,0.00011150061807391484
683,0.00010490813450358427
684,8.57403932557445e-05
685,7.080251140852146e-05
686,9.484792836157691e-05
687,7.453698187032722e-05
688,8.231077752551472e-05
689,0.00013196399193095255
690,8.528311115838053e-05
691,0.00010814721602657906
692,6.824935303157262e-05
693,8.017679440448286e-05
694,9.138020578990014e-05
695,0.00012072247370408826
696,0.00011493023380414462
697,0.00010635619447857018
698,0.00020253786229079202
699,6.984984037234651e-05
700,9.534331730038788e-05
701,0.00010959527600156497
702,8.593092746297949e-05
703,0.0001030027924312344
704,9.080860316819517e-05
705,7.385105872428126e-05
706,6.573430149607079e-05
707,6.119958736387807e-05
708,8.219645700117373e-05
709,8.143432017223378e-05
710,6.211415155860602e-05
711,9.869671934772367e-05
712,9.67532704339268e-05
713,8.958918424189126e-05
714,9.484792836157691e-05
715,0.00010483192082069027
716,9.827754409180669e-05
717,8.013868756303585e-05
718,7.62517897354421e-05
719,9.964939038389861e-05
720,9.065617580240719e-05
721,7.670907183280607e-05
722,0.00010254551033387042
723,6.371463889937991e-05
724,9.237098366752208e-05
725,8.707413270638942e-05
726,9.50765694102589e-05
727,0.00010006856563981558
728,7.415591345585724e-05
729,7.068819088418046e-05
730,9.557195834906987e-05
731,8.772194901098837e-05
732,9.50384625688119e-05
733,9.130399210700614e-05
734,0.00010647051500291117
735,0.00010380303610162135
736,9.118967158266515e-05
737,6.657265200790472e-05
738,7.689960604004106e-05
739,9.351418891093201e-05
740,8.703602586494242e-05
741,0.00010025909984705057
742,7.689960604004106e-05
743,0.00012377102101984806
744,9.286637260633305e-05
745,8.375883750050062e-05
746,8.391126486628861e-05
747,0.00011012877178182294
748,0.00010841396391670804
749,9.465739415434194e-05
750,6.146633525400706e-05
751,7.533722554071417e-05
752,0.0001014785187733545
753,0.00012125596948434623
754,7.091683193286245e-05
755,0.0001510936263373453
756,7.449887502888022e-05
757,8.314912803734867e-05
758,0.00012114164896000522
759,7.95289780998839e-05
760,0.00012990622249281467
761,8.74170942794124e-05
762,0.00010010667248126258
763,0.0001324212740283165
764,9.801079620167771e-05
765,0.0001655742260872044
766,0.00010814721602657906
767,7.461319555322121e-05
768,0.00010875692548973102
769,0.00010212633507795345
770,0.00012830573515204078
771,9.66389499095858e-05
772,9.408579153263697e-05
773,0.00012377102101984806
774,8.958918424189126e-05
775,8.006247388014187e-05
776,8.695981218204843e-05
777,7.209814401771938e-05
778,6.86304214460426e-05
779,6.165686946124205e-05
780,0.00010506056186937226
781,0.00010483192082069027
782,0.00011237707542719579
783,7.434644766309223e-05
784,8.391126486628861e-05
785,8.253941857419671e-05
786,0.0001015166256148015
787,9.385715048395497e-05
788,8.006247388014187e-05
789,6.870663512893659e-05
790,8.212024331827973e-05
791,8.715034638928342e-05
792,7.114547298154444e-05
793,8.353019645181865e-05
794,8.497825642680455e-05
795,6.748721620263267e-05
796,8.307291435445467e-05
797,6.733478883684468e-05
798,7.697581972293507e-05
799,0.00011291057120745376
800,8.284427330577269e-05
801,7.571829395518415e-05
802,9.621977465366883e-05
803,8.715034638928342e-05
804,9.248530419186307e-05
805,7.8004704442004e-05
806,7.754742234464002e-05
807,8.292048698866668e-05
808,8.600714114587349e-05
809,8.154864069657477e-05
810,7.64042171012301e-05
811,7.861441390515596e-05
812,6.798260514144364e-05
813,7.392727240717525e-05
814,0.00010250740349242343
815,8.10532517577638e-05
816,6.192361735137103e-05
817,6.436245520397887e-05
818,0.00011706421692517649
819,8.943675687610327e-05
820,8.566417957285051e-05
821,8.42923332807586e-05
822,7.278406716376533e-05
823,9.343797522803801e-05
824,7.617557605254812e-05
825,9.648652254379781e-05
826,7.434644766309223e-05
827,8.288238014721969e-05
828,9.126588526555914e-05
829,7.034522931115748e-05
830,9.05418552780662e-05
831,9.618166781222183e-05
832,0.0001186265974245034
833,9.084671000964218e-05
834,0.00010955716916011797
835,0.00012190378578894519
836,7.754742234464002e-05
837,0.00010864260496539003
838,7.773795655187501e-05
839,0.00010265983085821142
840,0.00010277415138255241
841,7.617557605254812e-05
842,5.92180316086342e-05
843,9.842997145759468e-05
844,6.455298941121386e-05
845,5.952288634021018e-05
846,6.142822841256006e-05
847,9.240909050896907e-05
848,7.068819088418046e-05
849,0.00010022099300560358
850,8.840787215703433e-05
851,6.920202406774756e-05
852,7.8004704442004e-05
853,5.1215594904764716e-05
854,6.870663512893659e-05
855,5.76556511093073e-05
856,9.221855630173409e-05
857,7.209814401771938e-05
858,9.275205208199205e-05
859,9.04275347537252e-05
860,8.26537390985377e-05
861,6.150444209545406e-05
862,5.0148603344248784e-05
863,0.00011340596014626473
864,6.706804094671569e-05
865,8.516879063403954e-05
866,9.309501365501503e-05
867,6.668697253224573e-05
868,7.670907183280607e-05
869,9.183748788726411e-05
870,7.64804307841241e-05
871,9.3552295752379e-05
872,8.116757228210479e-05
873,8.246320489130271e-05
874,0.00010616566027133519
875,8.215835015972673e-05
876,0.0001029646855897874
877,8.471150853667556e-05
878,9.762972778720773e-05
879,8.227267068406772e-05
880,8.463529485378157e-05
881,7.423212713875124e-05
882,9.797268936023071e-05
883,0.00019221090825865568
884,9.138020578990014e-05
885,8.897947477873929e-05
886,9.709623200694978e-05
887,6.607726306909377e-05
888,6.169497630268904e-05
889,5.796050584088328e-05
890,9.065617580240719e-05
891,8.798869690111735e-05
892,7.407969977296326e-05
893,7.914790968541393e-05
894,7.895737547817894e-05
895,0.00010490813450358427
896,6.177118998558304e-05
897,6.432434836253187e-05
898,8.12056791235518e-05
899,8.333966224458366e-05
900,9.751540726286675e-05
901,7.457508871177422e-05
902,7.491805028479719e-05
903,7.34318834683643e-05
904,5.441656958631251e-05
905,7.057387035983947e-05
906,6.569619465462379e-05
907,0.00010281225822399941
908,6.321924996056895e-05
909,6.07423052665141e-05
910,7.724256761306404e-05
911,6.908770354340657e-05
912,5.197773173370467e-05
913,6.379085258227392e-05
914,7.95289780998839e-05
915,9.778215515299572e-05
916,6.943066511642955e-05
917,7.556586658939615e-05
918,5.472142431788849e-05
919,7.33175629440233e-05
920,7.34318834683643e-05
921,6.588672886185878e-05
922,5.594084324419241e-05
923,6.741100251973867e-05
924,5.5140599573805464e-05
925,6.474352361844885e-05
926,6.264764733886399e-05
927,7.087872509141545e-05
928,9.473360783723592e-05
929,0.00010235497612663543
930,7.838577285647397e-05
931,5.224447962383365e-05
932,7.282217400521233e-05
933,8.383505118339463e-05
934,8.147242701368077e-05
935,8.067218334329382e-05
936,0.00011043362651339892
937,6.824935303157262e-05
938,0.0001324974877112105
939,8.162485437946876e-05
940,8.013868756303585e-05
941,5.6664873231685364e-05
942,0.00010559405764963023
943,6.260954049741699e-05
944,9.446685994710695e-05
945,7.903358916107293e-05
946,6.607726306909377e-05
947,8.227267068406772e-05
948,8.654063692613145e-05
949,7.731878129595805e-05
950,6.977362668945253e-05
951,6.642022464211673e-05
952,6.180929682703004e-05
953,5.8532108462588243e-05
954,7.32032424196823e-05
955,8.88651542543983e-05
956,9.397147100829598e-05
957,0.00014152880913414893
958,5.491195852512348e-05
959,6.230468576584101e-05
960,7.228867822495437e-05
961,4.9653214405437815e-05
962,0.00010033531352994457
963,8.897947477873929e-05
964,8.040543545316485e-05
965,6.642022464211673e-05
966,7.884305495383794e-05
967,6.417192099674388e-05
968,3.6277713057541674e-05
969,9.827754409180669e-05
970,9.801079620167771e-05
971,8.497825642680455e-05
972,5.76937579507543e-05
973,4.382286766404719e-05
974,7.541343922360816e-05
975,0.00010086880931020254
976,9.225666314318108e-05
977,7.583261447952514e-05
978,7.507047765058518e-05
979,0.00010845207075815504
980,0.00012963947460268568
981,6.832556671446662e-05
982,9.111345789977115e-05
983,0.00015044581003274636
984,8.528311115838053e-05
985,0.00013771812498944918
986,0.0001808169626660034
987,7.968140546567189e-05
988,0.00011005255809892894
989,5.270176172119762e-05
990,7.842387969792097e-05
991,7.709014024727605e-05
992,6.817313934867863e-05
993,9.926832196942863e-05
994,6.112337368098408e-05
995,0.0001043746387233263
996,7.244110559074236e-05
997,6.893527617761858e-05
998,5.414982169618353e-05
999,9.271394524054505e-05
1000,6.139012157111306e-05
1001,0.00010014477932270958
1002,9.019889370504322e-05
1003,9.118967158266515e-05
1004,0.00010330764716281038
1005,0.00012102732843566424
1006,7.152654139601441e-05
1007,6.86685282874896e-05
1008,0.00010978581020879996
1009,9.50384625688119e-05
1010,7.617557605254812e-05
1011,0.0001013260914075665
1012,0.00010338386084570437
1013,6.119958736387807e-05
1014,5.7884292157989286e-05
1015,0.00010083070246875554
1016,9.862050566482967e-05
1017,8.833165847414033e-05
1018,6.767775040986766e-05
1019,8.72646669136244e-05
1020,7.449887502888022e-05
1021,0.00010357439505293936
1022,6.440056204542587e-05
1023,0.00014392954014530977
1024,0.00011706421692517649
1025,0.00012514286731193998
1026,0.00010471760029634928
1027,8.756952164520038e-05
1028,7.491805028479719e-05
1029,6.69156135809277e-05
1030,8.181538858670375e-05
1031,7.979572599001289e-05
1032,0.00010410789083319733
1033,5.6169484292874396e-05
1034,8.116757228210479e-05
1035,8.10913585992108e-05
1036,9.98780314325806e-05
1037,8.520689747548653e-05
1038,6.424813467963788e-05
1039,0.0001465208053637056
1040,6.790639145854964e-05
1041,8.551175220706252e-05
1042,0.00011279625068311277
1043,7.594693500386613e-05
1044,7.8004704442004e-05
1045,0.00010639430132001718
1046,7.575640079663114e-05
1047,7.514669133347918e-05
1048,8.375883750050062e-05
1049,8.497825642680455e-05
1050,7.636611025978311e-05
1051,9.538142414183488e-05
1052,8.89032610958453e-05
1053,8.082461070908181e-05
1054,0.00010586080553975921
1055,0.00011736907165675248
1056,8.958918424189126e-05
1057,7.705203340582905e-05
1058,7.823334549068598e-05
1059,0.00011085280176931589
1060,7.228867822495437e-05
1061,0.00013771812498944918
1062,6.920202406774756e-05
1063,5.887507003561122e-05
1064,8.26537390985377e-05
1065,0.00010170715982203647
1066,9.614356097077483e-05
1067,0.00018771430096790995
1068,0.00012373291417840107
1069,0.00010738507919763912
1070,5.735079637773132e-05
1071,7.617557605254812e-05
1072,9.50003557273649e-05
1073,9.66770567510328e-05
1074,6.177118998558304e-05
1075,6.314303627767494e-05
1076,0.00010403167715030333
1077,7.682339235714708e-05
1078,7.385105872428126e-05
1079,0.00011485402012125064
1080,8.932243635176227e-05
1081,9.492414204447091e-05
1082,0.00012239917472775614
1083,6.767775040986766e-05
1084,7.979572599001289e-05
1085,0.00011031930598905793
1086,6.832556671446662e-05
1087,5.9789634230339166e-05
1088,0.00016797495709836523
1089,5.209205225804566e-05
1090,0.0001453013864374017
1091,0.0001076899339292151
1092,8.353019645181865e-05
1093,8.74552011208594e-05
1094,8.802680374256435e-05
1095,5.9599100023104175e-05
1096,7.388916556572827e-05
1097,5.091074017318874e-05
1098,8.585471378008549e-05
1099,6.440056204542587e-05
1100,7.385105872428126e-05
1101,9.519088993459989e-05
1102,0.0001201127642409363
1103,9.073238948530119e-05
1104,6.459109625266086e-05
1105,7.968140546567189e-05
1106,7.16789687618024e-05
1107,6.539133992304781e-05
1108,9.751540726286675e-05
1109,6.497216466713083e-05
1110,0.0001590198493583208
1111,6.645833148356374e-05
1112,5.7045941646155344e-05
1113,8.154864069657477e-05
1114,8.509257695114554e-05
